paper_id,pdf_url,first_page_text_path,status,notes
ECCV-2020-P0001,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0001.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0002,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0002.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0003,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0003.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0004,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0004.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0005,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0005.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0006,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0006.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0007,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0007.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0008,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0008.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0009,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0009.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0010,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0010.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0011,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0011.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0012,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0012.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0013,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0013.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0014,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0014.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0015,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0015.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0016,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0016.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0017,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0017.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0018,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0018.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0019,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0019.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0020,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0020.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0021,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0021.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0022,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0022.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0023,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0023.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0024,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0024.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0025,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0025.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0026,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0026.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0027,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0027.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0028,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0028.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0029,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0029.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0030,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0030.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0031,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0031.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0032,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0032.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0033,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0033.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0034,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0034.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0035,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0035.txt,ok,Skipped download; existing first-page text reused
ECCV-2020-P0036,https://link.springer.com/book/10.1007/978-3-030-58452-8,data/raw/eccv/2020/first_pages/ECCV-2020-P0036.txt,ok,Skipped download; existing first-page text reused
