source_url,source_type,used_for,notes
https://aaai.org/proceeding/aaai-36-2022/,aaai_proceedings_landing_page,sub-track discovery,AAAI proceedings landing page that links to track pages or OJS issues
https://aaai.org/proceeding/01-aaai-22-technical-tracks-1/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 1: AAAI-22 Technical Tracks 1
https://aaai.org/proceeding/02-aaai-22-technical-tracks-2/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 2: AAAI-22 Technical Tracks 2
https://aaai.org/proceeding/03-aaai-22-technical-tracks-3/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 3: AAAI-22 Technical Tracks 3
https://aaai.org/proceeding/04-aaai-22-technical-tracks-4/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 4: AAAI-22 Technical Tracks 4
https://aaai.org/proceeding/05-aaai-22-technical-tracks-5/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 5: AAAI-22 Technical Tracks 5
https://aaai.org/proceeding/06-aaai-22-technical-tracks-6/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 6: AAAI-22 Technical Tracks 6
https://aaai.org/proceeding/07-aaai-22-technical-tracks-7/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 7: AAAI-22 Technical Tracks 7
https://aaai.org/proceeding/08-aaai-22-technical-tracks-8/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 8: AAAI-22 Technical Tracks 8
https://aaai.org/proceeding/09-aaai-22-technical-tracks-9/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 9: AAAI-22 Technical Tracks 9
https://aaai.org/proceeding/10-aaai-22-technical-tracks-10/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 10: AAAI-22 Technical Tracks 10
