source_url,source_type,used_for,notes
https://aaai.org/proceeding/aaai-35-2021/,aaai_proceedings_landing_page,sub-track discovery,AAAI proceedings landing page that links to track pages or OJS issues
https://aaai.org/proceeding/01-aaai-21-technical-tracks-1/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 1: AAAI-21 Technical Tracks 1
https://aaai.org/proceeding/02-aaai-21-technical-tracks-2/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 2: AAAI-21 Technical Tracks 2
https://aaai.org/proceeding/03-aaai-21-technical-tracks-3/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 3: AAAI-21 Technical Tracks 3
https://aaai.org/proceeding/04-aaai-21-technical-tracks-4/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 4: AAAI-21 Technical Tracks 4
https://aaai.org/proceeding/05-aaai-21-technical-tracks-5/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 5: AAAI-21 Technical Tracks 5
https://aaai.org/proceeding/06-aaai-21-technical-tracks-6/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 6: AAAI-21 Technical Tracks 6
https://aaai.org/proceeding/07-aaai-21-technical-tracks-7/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 7: AAAI-21 Technical Tracks 7
https://aaai.org/proceeding/08-aaai-21-technical-tracks-8/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 8: AAAI-21 Technical Tracks 8
https://aaai.org/proceeding/09-aaai-21-technical-tracks-9/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 9: AAAI-21 Technical Tracks 9
https://aaai.org/proceeding/10-aaai-21-technical-tracks-10/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 10: AAAI-21 Technical Tracks 10
https://aaai.org/proceeding/11-aaai-21-technical-tracks-11/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 11: AAAI-21 Technical Tracks 11
https://aaai.org/proceeding/12-aaai-21-technical-tracks-12/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 12: AAAI-21 Technical Tracks 12
https://aaai.org/proceeding/13-aaai-21-technical-tracks-13/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 13: AAAI-21 Technical Tracks 13
https://aaai.org/proceeding/14-aaai-21-technical-tracks-14/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 14: AAAI-21 Technical Tracks 14
https://aaai.org/proceeding/15-aaai-21-technical-tracks-15/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 15: AAAI-21 Technical Tracks 15
https://aaai.org/proceeding/16-aaai-21-technical-tracks-16/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs",No. 16: AAAI-21 Technical Tracks 16
https://aaai.org/proceeding/17-iaai-21-eaai-21-aaai-21/,aaai_track_page,"paper titles, author order, paper page URLs, PDF URLs","No. 17: IAAI-21, EAAI-21, AAAI-21 Special Programs and Special Track"
