paper_id,title,paper_page_url,pdf_url
AAAI-2021-P0001,Many-to-One Distribution Learning and K-Nearest Neighbor Smoothing for Thoracic Disease Identification,https://aaai.org/papers/00768-many-to-one-distribution-learning-and-k-nearest-neighbor-smoothing-for-thoracic-disease-identification/,https://cdn.aaai.org/ojs/16158/16158-13-19652-1-2-20210518.pdf
AAAI-2021-P0002,Alternative Baselines for Low-Shot 3D Medical Image Segmentation—An Atlas Perspective,https://aaai.org/papers/00634-alternative-baselines-for-low-shot-3d-medical-image-segmentation-an-atlas-perspective/,https://cdn.aaai.org/ojs/16143/16143-13-19637-1-2-20210518.pdf
AAAI-2021-P0003,DeepTrader: A Deep Reinforcement Learning Approach for Risk-Return Balanced Portfolio Management with Market Conditions Embedding,https://aaai.org/papers/00643-deeptrader-a-deep-reinforcement-learning-approach-for-risk-return-balanced-portfolio-management-with-market-conditions-embedding/,https://cdn.aaai.org/ojs/16144/16144-13-19638-1-2-20210518.pdf
AAAI-2021-P0004,Dynamic Gaussian Mixture based Deep Generative Model For Robust Forecasting on Sparse Multivariate Time Series,https://aaai.org/papers/00651-dynamic-gaussian-mixture-based-deep-generative-model-for-robust-forecasting-on-sparse-multivariate-time-series/,https://cdn.aaai.org/ojs/16145/16145-13-19639-1-2-20210518.pdf
AAAI-2021-P0005,Automated Symbolic Law Discovery: A Computer Vision Approach,https://aaai.org/papers/00660-automated-symbolic-law-discovery-a-computer-vision-approach/,https://cdn.aaai.org/ojs/16146/16146-13-19640-1-2-20210518.pdf
AAAI-2021-P0006,Hierarchically and Cooperatively Learning Traffic Signal Control,https://aaai.org/papers/00669-hierarchically-and-cooperatively-learning-traffic-signal-control/,https://cdn.aaai.org/ojs/16147/16147-13-19641-1-2-20210518.pdf
AAAI-2021-P0007,Deep Partial Rank Aggregation for Personalized Attributes,https://aaai.org/papers/00678-deep-partial-rank-aggregation-for-personalized-attributes/,https://cdn.aaai.org/ojs/16148/16148-13-19642-1-2-20210518.pdf
AAAI-2021-P0008,Towards Efficient Selection of Activity Trajectories based on Diversity and Coverage,https://aaai.org/papers/00689-towards-efficient-selection-of-activity-trajectories-based-on-diversity-and-coverage/,https://cdn.aaai.org/ojs/16149/16149-13-19643-1-2-20210518.pdf
AAAI-2021-P0009,Minimizing Labeling Cost for Nuclei Instance Segmentation and Classification with Cross-domain Images and Weak Labels,https://aaai.org/papers/00697-minimizing-labeling-cost-for-nuclei-instance-segmentation-and-classification-with-cross-domain-images-and-weak-labels/,https://cdn.aaai.org/ojs/16150/16150-13-19644-1-2-20210518.pdf
AAAI-2021-P0010,GRASP: Generic Framework for Health Status Representation Learning Based on Incorporating Knowledge from Similar Patients,https://aaai.org/papers/00715-grasp-generic-framework-for-health-status-representation-learning-based-on-incorporating-knowledge-from-similar-patients/,https://cdn.aaai.org/ojs/16152/16152-13-19646-1-2-20210518.pdf
AAAI-2021-P0011,Window Loss for Bone Fracture Detection and Localization in X-ray Images with Point-based Annotation,https://aaai.org/papers/00724-window-loss-for-bone-fracture-detection-and-localization-in-x-ray-images-with-point-based-annotation/,https://cdn.aaai.org/ojs/16153/16153-13-19647-1-2-20210518.pdf
AAAI-2021-P0012,A Spatial Regulated Patch-Wise Approach for Cervical Dysplasia Diagnosis,https://aaai.org/papers/00733-a-spatial-regulated-patch-wise-approach-for-cervical-dysplasia-diagnosis/,https://cdn.aaai.org/ojs/16154/16154-13-19648-1-2-20210518.pdf
AAAI-2021-P0013,Online 3D Bin Packing with Constrained Deep Reinforcement Learning,https://aaai.org/papers/00741-online-3d-bin-packing-with-constrained-deep-reinforcement-learning/,https://cdn.aaai.org/ojs/16155/16155-13-19649-1-2-20210518.pdf
AAAI-2021-P0014,DEAR: Deep Reinforcement Learning for Online Advertising Impression in Recommender Systems,https://aaai.org/papers/00750-dear-deep-reinforcement-learning-for-online-advertising-impression-in-recommender-systems/,https://cdn.aaai.org/ojs/16156/16156-13-19650-1-2-20210518.pdf
AAAI-2021-P0015,Towards Balanced Defect Prediction with Better Information Propagation,https://aaai.org/papers/00759-towards-balanced-defect-prediction-with-better-information-propagation/,https://cdn.aaai.org/ojs/16157/16157-13-19651-1-2-20210518.pdf
AAAI-2021-P0016,Bigram and Unigram Based Text Attack via Adaptive Monotonic Heuristic Search,https://aaai.org/papers/00706-bigram-and-unigram-based-text-attack-via-adaptive-monotonic-heuristic-search/,https://cdn.aaai.org/ojs/16151/16151-13-19645-1-2-20210518.pdf
AAAI-2021-P0017,Physics-Informed Deep Learning for Traffic State Estimation: A Hybrid Paradigm Informed By Second-Order Traffic Models,https://aaai.org/papers/00540-physics-informed-deep-learning-for-traffic-state-estimation-a-hybrid-paradigm-informed-by-second-order-traffic-models/,https://cdn.aaai.org/ojs/16132/16132-13-19626-1-2-20210518.pdf
AAAI-2021-P0018,GTA: Graph Truncated Attention for Retrosynthesis,https://aaai.org/papers/00531-gta-graph-truncated-attention-for-retrosynthesis/,https://cdn.aaai.org/ojs/16131/16131-13-19625-1-2-20210518.pdf
AAAI-2021-P0019,Integrating Static and Dynamic Data for Improved Prediction of Cognitive Declines Using Augmented Genotype-Phenotype Representations,https://aaai.org/papers/00522-integrating-static-and-dynamic-data-for-improved-prediction-of-cognitive-declines-using-augmented-genotype-phenotype-representations/,https://cdn.aaai.org/ojs/16130/16130-13-19624-1-2-20210518.pdf
AAAI-2021-P0020,StatEcoNet: Statistical Ecology Neural Networks for Species Distribution Modeling,https://aaai.org/papers/00513-stateconet-statistical-ecology-neural-networks-for-species-distribution-modeling/,https://cdn.aaai.org/ojs/16129/16129-13-19623-1-2-20210518.pdf
AAAI-2021-P0021,Content Masked Loss: Human-Like Brush Stroke Planning in a Reinforcement Learning Painting Agent,https://aaai.org/papers/00505-content-masked-loss-human-like-brush-stroke-planning-in-a-reinforcement-learning-painting-agent/,https://cdn.aaai.org/ojs/16128/16128-13-19622-1-2-20210518.pdf
AAAI-2021-P0022,Stock Selection via Spatiotemporal Hypergraph Attention Network: A Learning to Rank Approach,https://aaai.org/papers/00497-stock-selection-via-spatiotemporal-hypergraph-attention-network-a-learning-to-rank-approach/,https://cdn.aaai.org/ojs/16127/16127-13-19621-1-2-20210518.pdf
AAAI-2021-P0023,CardioGAN: Attentive Generative Adversarial Network with Dual Discriminators for Synthesis of ECG from PPG,https://aaai.org/papers/00488-cardiogan-attentive-generative-adversarial-network-with-dual-discriminators-for-synthesis-of-ecg-from-ppg/,https://cdn.aaai.org/ojs/16126/16126-13-19620-1-2-20210518.pdf
AAAI-2021-P0024,DeepPseudo: Pseudo Value Based Deep Learning Models for Competing Risk Analysis,https://aaai.org/papers/00479-deeppseudo-pseudo-value-based-deep-learning-models-for-competing-risk-analysis/,https://cdn.aaai.org/ojs/16125/16125-13-19619-1-2-20210518.pdf
AAAI-2021-P0025,Research Reproducibility as a Survival Analysis,https://aaai.org/papers/00469-research-reproducibility-as-a-survival-analysis/,https://cdn.aaai.org/ojs/16124/16124-13-19618-1-2-20210518.pdf
AAAI-2021-P0026,Queue-Learning: A Reinforcement Learning Approach for Providing Quality of Service,https://aaai.org/papers/00461-queue-learning-a-reinforcement-learning-approach-for-providing-quality-of-service/,https://cdn.aaai.org/ojs/16123/16123-13-19617-1-2-20210518.pdf
AAAI-2021-P0027,Fully Exploiting Cascade Graphs for Real-time Forwarding Prediction,https://aaai.org/papers/00582-fully-exploiting-cascade-graphs-for-real-time-forwarding-prediction/,https://cdn.aaai.org/ojs/16137/16137-13-19631-1-2-20210518.pdf
AAAI-2021-P0028,Embracing Domain Differences in Fake News: Cross-domain Fake News Detection using Multi-modal Data,https://aaai.org/papers/00557-embracing-domain-differences-in-fake-news-cross-domain-fake-news-detection-using-multi-modal-data/,https://cdn.aaai.org/ojs/16134/16134-13-19628-1-2-20210518.pdf
AAAI-2021-P0029,Commission Fee is not Enough: A Hierarchical Reinforced Framework for Portfolio Management,https://aaai.org/papers/00626-commission-fee-is-not-enough-a-hierarchical-reinforced-framework-for-portfolio-management/,https://cdn.aaai.org/ojs/16142/16142-13-19636-1-2-20210518.pdf
AAAI-2021-P0030,PSSM-Distil: Protein Secondary Structure Prediction (PSSP) on Low-Quality PSSM by Knowledge Distillation with Contrastive Learning,https://aaai.org/papers/00617-pssm-distil-protein-secondary-structure-prediction-pssp-on-low-quality-pssm-by-knowledge-distillation-with-contrastive-learning/,https://cdn.aaai.org/ojs/16141/16141-13-19635-1-2-20210518.pdf
AAAI-2021-P0031,Sketch Generation with Drawing Process Guided by Vector Flow and Grayscale,https://aaai.org/papers/00609-sketch-generation-with-drawing-process-guided-by-vector-flow-and-grayscale/,https://cdn.aaai.org/ojs/16140/16140-13-19634-1-2-20210518.pdf
AAAI-2021-P0032,DeepWriteSYN: On-Line Handwriting Synthesis via Deep Short-Term Representations,https://aaai.org/papers/00600-deepwritesyn-on-line-handwriting-synthesis-via-deep-short-term-representations/,https://cdn.aaai.org/ojs/16139/16139-13-19633-1-2-20210518.pdf
AAAI-2021-P0033,A Hierarchical Approach to Multi-Event Survival Analysis,https://aaai.org/papers/00591-a-hierarchical-approach-to-multi-event-survival-analysis/,https://cdn.aaai.org/ojs/16138/16138-13-19632-1-2-20210518.pdf
AAAI-2021-P0034,Traffic Shaping in E-Commercial Search Engine: Multi-Objective Online Welfare Maximization,https://aaai.org/papers/00574-traffic-shaping-in-e-commercial-search-engine-multi-objective-online-welfare-maximization/,https://cdn.aaai.org/ojs/16136/16136-13-19630-1-2-20210518.pdf
AAAI-2021-P0035,Oral-3D: Reconstructing the 3D Structure of Oral Cavity from Panoramic X-ray,https://aaai.org/papers/00566-oral-3d-reconstructing-the-3d-structure-of-oral-cavity-from-panoramic-x-ray/,https://cdn.aaai.org/ojs/16135/16135-13-19629-1-2-20210518.pdf
AAAI-2021-P0036,The LOB Recreation Model: Predicting the Limit Order Book from TAQ History Using an Ordinary Differential Equation Recurrent Neural Network,https://aaai.org/papers/00548-the-lob-recreation-model-predicting-the-limit-order-book-from-taq-history-using-an-ordinary-differential-equation-recurrent-neural-network/,https://cdn.aaai.org/ojs/16133/16133-13-19627-1-2-20210518.pdf
AAAI-2021-P0037,Capturing Uncertainty in Unsupervised GPS Trajectory Segmentation Using Bayesian Deep Learning,https://aaai.org/papers/00390-capturing-uncertainty-in-unsupervised-gps-trajectory-segmentation-using-bayesian-deep-learning/,https://cdn.aaai.org/ojs/16115/16115-13-19609-1-2-20210518.pdf
AAAI-2021-P0038,RareBERT: Transformer Architecture for Rare Disease Patient Identification using Administrative Claims,https://aaai.org/papers/00453-rarebert-transformer-architecture-for-rare-disease-patient-identification-using-administrative-claims/,https://cdn.aaai.org/ojs/16122/16122-13-19616-1-2-20210518.pdf
AAAI-2021-P0039,Pragmatic Code Autocomplete,https://aaai.org/papers/00445-pragmatic-code-autocomplete/,https://cdn.aaai.org/ojs/16121/16121-13-19615-1-2-20210518.pdf
