source_url,source_type,used_for,notes
https://aaai.org/proceeding/aaai-37-2023/,aaai_proceedings_landing_page,sub-track discovery,AAAI proceedings landing page that links to track pages or OJS issues
https://ojs.aaai.org/index.php/AAAI/issue/view/548,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 1: AAAI-23 Technical Tracks 1
https://ojs.aaai.org/index.php/AAAI/issue/view/549,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 2: AAAI-23 Technical Tracks 2
https://ojs.aaai.org/index.php/AAAI/issue/view/550,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 3: AAAI-23 Technical Tracks 3
https://ojs.aaai.org/index.php/AAAI/issue/view/551,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 4: AAAI-23 Technical Tracks 4
https://ojs.aaai.org/index.php/AAAI/issue/view/552,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 5: AAAI-23 Technical Tracks 5
https://ojs.aaai.org/index.php/AAAI/issue/view/553,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 6: AAAI-23 Technical Tracks 6
https://ojs.aaai.org/index.php/AAAI/issue/view/554,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 7: AAAI-23 Technical Tracks 7
https://ojs.aaai.org/index.php/AAAI/issue/view/555,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 8: AAAI-23 Technical Tracks 8
https://ojs.aaai.org/index.php/AAAI/issue/view/556,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 9: AAAI-23 Technical Tracks 9
https://ojs.aaai.org/index.php/AAAI/issue/view/557,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 10: AAAI-23 Technical Tracks 10
https://ojs.aaai.org/index.php/AAAI/issue/view/558,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 11: AAAI-23 Technical Tracks 11
https://ojs.aaai.org/index.php/AAAI/issue/view/559,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 12: AAAI-23 Special Tracks
