source_url,source_type,used_for,notes
https://aaai.org/proceeding/aaai-38-2024/,aaai_proceedings_landing_page,sub-track discovery,AAAI proceedings landing page that links to track pages or OJS issues
https://ojs.aaai.org/index.php/AAAI/issue/view/576,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 1: AAAI-24 Technical Tracks 1
https://ojs.aaai.org/index.php/AAAI/issue/view/577,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 2: AAAI-24 Technical Tracks 2
https://ojs.aaai.org/index.php/AAAI/issue/view/578,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 3: AAAI-24 Technical Tracks 3
https://ojs.aaai.org/index.php/AAAI/issue/view/579,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 4: AAAI-24 Technical Tracks 4
https://ojs.aaai.org/index.php/AAAI/issue/view/580,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 5: AAAI-24 Technical Tracks 5
https://ojs.aaai.org/index.php/AAAI/issue/view/581,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 6: AAAI-24 Technical Tracks 6
https://ojs.aaai.org/index.php/AAAI/issue/view/582,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 7: AAAI-24 Technical Tracks 7
https://ojs.aaai.org/index.php/AAAI/issue/view/583,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 8: AAAI-24 Technical Tracks 8
https://ojs.aaai.org/index.php/AAAI/issue/view/584,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 9: AAAI-24 Technical Tracks 9
https://ojs.aaai.org/index.php/AAAI/issue/view/585,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 10: AAAI-24 Technical Tracks 10
https://ojs.aaai.org/index.php/AAAI/issue/view/586,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 11: AAAI-24 Technical Tracks 11
https://ojs.aaai.org/index.php/AAAI/issue/view/587,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 12: AAAI-24 Technical Tracks 12
https://ojs.aaai.org/index.php/AAAI/issue/view/588,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 13: AAAI-24 Technical Tracks 13
https://ojs.aaai.org/index.php/AAAI/issue/view/589,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 14: AAAI-24 Technical Tracks 14
https://ojs.aaai.org/index.php/AAAI/issue/view/590,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 15: AAAI-24 Technical Tracks 15
https://ojs.aaai.org/index.php/AAAI/issue/view/591,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 16: AAAI-24 Technical Tracks 16
https://ojs.aaai.org/index.php/AAAI/issue/view/592,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 17: AAAI-24 Technical Tracks 17
https://ojs.aaai.org/index.php/AAAI/issue/view/593,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs",No. 18: AAAI-24 Technical Tracks 18
https://ojs.aaai.org/index.php/AAAI/issue/view/594,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs","No. 19: AAAI-24 Special Track Safe, Robust and Responsible AI Track"
https://ojs.aaai.org/index.php/AAAI/issue/view/595,aaai_ojs_issue_page,"paper titles, author order, paper page URLs, PDF URLs","No. 20: AAAI-24 Special Track AI for Social Impact, Senior Member Presentations, New Faculty Highlights, Journal Track"
