paper_id,pdf_url,first_page_text_path,status,notes
CVPR-2016-P0001,https://openaccess.thecvf.com/content_cvpr_2016/papers/Hendricks_Deep_Compositional_Captioning_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0001.txt,ok,
CVPR-2016-P0002,https://openaccess.thecvf.com/content_cvpr_2016/papers/Mao_Generation_and_Comprehension_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0002.txt,ok,
CVPR-2016-P0003,https://openaccess.thecvf.com/content_cvpr_2016/papers/Yang_Stacked_Attention_Networks_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0003.txt,ok,
CVPR-2016-P0004,https://openaccess.thecvf.com/content_cvpr_2016/papers/Noh_Image_Question_Answering_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0004.txt,ok,
CVPR-2016-P0005,https://openaccess.thecvf.com/content_cvpr_2016/papers/Andreas_Neural_Module_Networks_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0005.txt,ok,
CVPR-2016-P0006,https://openaccess.thecvf.com/content_cvpr_2016/papers/Reed_Learning_Deep_Representations_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0006.txt,ok,
CVPR-2016-P0007,https://openaccess.thecvf.com/content_cvpr_2016/papers/Akata_Multi-Cue_Zero-Shot_Learning_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0007.txt,ok,
CVPR-2016-P0008,https://openaccess.thecvf.com/content_cvpr_2016/papers/Xian_Latent_Embeddings_for_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0008.txt,ok,
CVPR-2016-P0009,https://openaccess.thecvf.com/content_cvpr_2016/papers/Kwitt_One-Shot_Learning_of_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0009.txt,ok,
CVPR-2016-P0010,https://openaccess.thecvf.com/content_cvpr_2016/papers/Gan_Learning_Attributes_Equals_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0010.txt,ok,
CVPR-2016-P0011,https://openaccess.thecvf.com/content_cvpr_2016/papers/Vondrick_Anticipating_Visual_Representations_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0011.txt,ok,
CVPR-2016-P0012,https://openaccess.thecvf.com/content_cvpr_2016/papers/Yi_Learning_to_Assign_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0012.txt,ok,
CVPR-2016-P0013,https://openaccess.thecvf.com/content_cvpr_2016/papers/Zhou_Learning_Dense_Correspondence_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0013.txt,ok,
CVPR-2016-P0014,https://openaccess.thecvf.com/content_cvpr_2016/papers/Wang_The_Global_Patch_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0014.txt,ok,
CVPR-2016-P0015,https://openaccess.thecvf.com/content_cvpr_2016/papers/Rezatofighi_Joint_Probabilistic_Matching_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0015.txt,ok,
CVPR-2016-P0016,https://openaccess.thecvf.com/content_cvpr_2016/papers/Zhu_Face_Alignment_Across_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0016.txt,ok,
CVPR-2016-P0017,https://openaccess.thecvf.com/content_cvpr_2016/papers/Feng_Interactive_Segmentation_on_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0017.txt,ok,
CVPR-2016-P0018,https://openaccess.thecvf.com/content_cvpr_2016/papers/Liu_Layered_Scene_Decomposition_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0018.txt,ok,
CVPR-2016-P0019,https://openaccess.thecvf.com/content_cvpr_2016/papers/Maire_Affinity_CNN_Learning_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0019.txt,ok,
CVPR-2016-P0020,https://openaccess.thecvf.com/content_cvpr_2016/papers/Khoreva_Weakly_Supervised_Object_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0020.txt,ok,
CVPR-2016-P0021,https://openaccess.thecvf.com/content_cvpr_2016/papers/Yang_Object_Contour_Detection_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0021.txt,ok,
CVPR-2016-P0022,https://openaccess.thecvf.com/content_cvpr_2016/papers/Wu_What_Value_Do_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0022.txt,ok,
CVPR-2016-P0023,https://openaccess.thecvf.com/content_cvpr_2016/papers/Ofir_Fast_Detection_of_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0023.txt,ok,
CVPR-2016-P0024,https://openaccess.thecvf.com/content_cvpr_2016/papers/Shen_Object_Skeleton_Extraction_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0024.txt,ok,
CVPR-2016-P0025,https://openaccess.thecvf.com/content_cvpr_2016/papers/Liu_Learning_Relaxed_Deep_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0025.txt,ok,
CVPR-2016-P0026,https://openaccess.thecvf.com/content_cvpr_2016/papers/Fu_Occlusion_Boundary_Detection_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0026.txt,ok,
CVPR-2016-P0027,https://openaccess.thecvf.com/content_cvpr_2016/papers/Zhang_SemiContour_A_Semi-Supervised_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0027.txt,ok,
CVPR-2016-P0028,https://openaccess.thecvf.com/content_cvpr_2016/papers/Singh_Learning_to_Localize_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0028.txt,ok,
CVPR-2016-P0029,https://openaccess.thecvf.com/content_cvpr_2016/papers/Xie_InterActive_Inter-Layer_Activeness_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0029.txt,ok,
CVPR-2016-P0030,https://openaccess.thecvf.com/content_cvpr_2016/papers/Yang_Exploit_Bounding_Box_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0030.txt,ok,
CVPR-2016-P0031,https://openaccess.thecvf.com/content_cvpr_2016/papers/Laptev_TI-Pooling_Transformation-Invariant_Pooling_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0031.txt,ok,
CVPR-2016-P0032,https://openaccess.thecvf.com/content_cvpr_2016/papers/Simo-Serra_Fashion_Style_in_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0032.txt,ok,
CVPR-2016-P0033,https://openaccess.thecvf.com/content_cvpr_2016/papers/Quan_Equiangular_Kernel_Dictionary_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0033.txt,ok,
CVPR-2016-P0034,https://openaccess.thecvf.com/content_cvpr_2016/papers/Gao_Compact_Bilinear_Pooling_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0034.txt,ok,
CVPR-2016-P0035,https://openaccess.thecvf.com/content_cvpr_2016/papers/Yang_Accumulated_Stability_Voting_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0035.txt,ok,
CVPR-2016-P0036,https://openaccess.thecvf.com/content_cvpr_2016/papers/Ravindran_CoMaL_Good_Features_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0036.txt,ok,
CVPR-2016-P0037,https://openaccess.thecvf.com/content_cvpr_2016/papers/Hu_Progressive_Feature_Matching_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0037.txt,ok,
CVPR-2016-P0038,https://openaccess.thecvf.com/content_cvpr_2016/papers/Chen_A_New_Finsler_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0038.txt,ok,
CVPR-2016-P0039,https://openaccess.thecvf.com/content_cvpr_2016/papers/Chen_Scale-Aware_Alignment_of_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0039.txt,ok,
CVPR-2016-P0040,https://openaccess.thecvf.com/content_cvpr_2016/papers/Xu_Deep_Interactive_Object_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0040.txt,ok,
CVPR-2016-P0041,https://openaccess.thecvf.com/content_cvpr_2016/papers/Gurari_Pull_the_Plug_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0041.txt,ok,
CVPR-2016-P0042,https://openaccess.thecvf.com/content_cvpr_2016/papers/Kihara_In_the_Shadows_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0042.txt,ok,
CVPR-2016-P0043,https://openaccess.thecvf.com/content_cvpr_2016/papers/Royer_Convexity_Shape_Constraints_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0043.txt,ok,
CVPR-2016-P0044,https://openaccess.thecvf.com/content_cvpr_2016/papers/Erdil_MCMC_Shape_Sampling_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0044.txt,ok,
CVPR-2016-P0045,https://openaccess.thecvf.com/content_cvpr_2016/papers/Zhu_From_Noise_Modeling_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0045.txt,ok,
CVPR-2016-P0046,https://openaccess.thecvf.com/content_cvpr_2016/papers/Park_Efficient_and_Robust_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0046.txt,ok,
CVPR-2016-P0047,https://openaccess.thecvf.com/content_cvpr_2016/papers/Lotan_Needle-Match_Reliable_Patch_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0047.txt,ok,
CVPR-2016-P0048,https://openaccess.thecvf.com/content_cvpr_2016/papers/Kulkarni_ReconNet_Non-Iterative_Reconstruction_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0048.txt,ok,
CVPR-2016-P0049,https://openaccess.thecvf.com/content_cvpr_2016/papers/Pan_Soft-Segmentation_Guided_Object_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0049.txt,ok,
CVPR-2016-P0050,https://openaccess.thecvf.com/content_cvpr_2016/papers/Cheng_Two_Illuminant_Estimation_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0050.txt,ok,
CVPR-2016-P0051,https://openaccess.thecvf.com/content_cvpr_2016/papers/Li_Deep_Contrast_Learning_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0051.txt,ok,
CVPR-2016-P0052,https://openaccess.thecvf.com/content_cvpr_2016/papers/Baek_Multiview_Image_Completion_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0052.txt,ok,
CVPR-2016-P0053,https://openaccess.thecvf.com/content_cvpr_2016/papers/Mai_Composition-Preserving_Deep_Photo_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0053.txt,ok,
CVPR-2016-P0054,https://openaccess.thecvf.com/content_cvpr_2016/papers/Chen_Automatic_Image_Cropping_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0054.txt,ok,
CVPR-2016-P0055,https://openaccess.thecvf.com/content_cvpr_2016/papers/Bruce_A_Deeper_Look_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0055.txt,ok,
CVPR-2016-P0056,https://openaccess.thecvf.com/content_cvpr_2016/papers/Wloka_Spatially_Binned_ROC_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0056.txt,ok,
CVPR-2016-P0057,https://openaccess.thecvf.com/content_cvpr_2016/papers/Wang_GraB_Visual_Saliency_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0057.txt,ok,
CVPR-2016-P0058,https://openaccess.thecvf.com/content_cvpr_2016/papers/Volokitin_Predicting_When_Saliency_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0058.txt,ok,
CVPR-2016-P0059,https://openaccess.thecvf.com/content_cvpr_2016/papers/Frigo_Split_and_Match_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0059.txt,ok,
CVPR-2016-P0060,https://openaccess.thecvf.com/content_cvpr_2016/papers/Calvet_Detection_and_Accurate_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0060.txt,ok,
CVPR-2016-P0061,https://openaccess.thecvf.com/content_cvpr_2016/papers/Herranz_Scene_Recognition_With_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0061.txt,ok,
CVPR-2016-P0062,https://openaccess.thecvf.com/content_cvpr_2016/papers/Rhinehart_Learning_Action_Maps_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0062.txt,ok,
CVPR-2016-P0063,https://openaccess.thecvf.com/content_cvpr_2016/papers/Zhang_Single-Image_Crowd_Counting_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0063.txt,ok,
CVPR-2016-P0064,https://openaccess.thecvf.com/content_cvpr_2016/papers/Pan_Shallow_and_Deep_CVPR_2016_paper.pdf,data/raw/cvpr/2016/first_pages/CVPR-2016-P0064.txt,ok,
