author_id,author_name,country,institution,conference,year,source_url,source_note
NEURIPS-2025-A000001,Hao Wang,China,"Xiaohongshu Inc. State Key Lab of General AI, School of Intelligence Science and Technology, Peking University Gaoling School of Artificial Intelligence, Renmin University of China Department of Control Science and Engineering, Zhejiang University Center for Data Science, Peking University Institute for Artificial Intelligence, Peking University Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, China Training time-series forecasting models poses unique challenges in loss function design. Most existing approaches adopt temporal mean squared error, but this study reveals two critical limitations: ❶ it ignores the presence of label autocorrelation, which biases it from the true label sequence likelihood; ❷ it for long-term forecasting. To address these issues, we introduce Time-o1, a is to transform the label sequence into decorrelated components with discriminated significance. Models are then trained to align the most significant components, thereby effectively mitigating label autocorrelation and reducing task amount. Experiments demonstrate that Time-o1 achieves state-of-the-art performance and is compatible with various forecast models. Code is available at Time-series forecasting involves predicting future data from historical observations [",NeurIPS,2025,https://openreview.net/pdf?id=RxWILaXuhb,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000002,Licheng Pan,China,"Xiaohongshu Inc. State Key Lab of General AI, School of Intelligence Science and Technology, Peking University Gaoling School of Artificial Intelligence, Renmin University of China Department of Control Science and Engineering, Zhejiang University Center for Data Science, Peking University Institute for Artificial Intelligence, Peking University Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, China Training time-series forecasting models poses unique challenges in loss function design. Most existing approaches adopt temporal mean squared error, but this study reveals two critical limitations: ❶ it ignores the presence of label autocorrelation, which biases it from the true label sequence likelihood; ❷ it for long-term forecasting. To address these issues, we introduce Time-o1, a is to transform the label sequence into decorrelated components with discriminated significance. Models are then trained to align the most significant components, thereby effectively mitigating label autocorrelation and reducing task amount. Experiments demonstrate that Time-o1 achieves state-of-the-art performance and is compatible with various forecast models. Code is available at Time-series forecasting involves predicting future data from historical observations [",NeurIPS,2025,https://openreview.net/pdf?id=RxWILaXuhb,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000003,Zhichao Chen,China,"Xiaohongshu Inc. State Key Lab of General AI, School of Intelligence Science and Technology, Peking University Gaoling School of Artificial Intelligence, Renmin University of China Department of Control Science and Engineering, Zhejiang University Center for Data Science, Peking University Institute for Artificial Intelligence, Peking University Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, China Training time-series forecasting models poses unique challenges in loss function design. Most existing approaches adopt temporal mean squared error, but this study reveals two critical limitations: ❶ it ignores the presence of label autocorrelation, which biases it from the true label sequence likelihood; ❷ it for long-term forecasting. To address these issues, we introduce Time-o1, a is to transform the label sequence into decorrelated components with discriminated significance. Models are then trained to align the most significant components, thereby effectively mitigating label autocorrelation and reducing task amount. Experiments demonstrate that Time-o1 achieves state-of-the-art performance and is compatible with various forecast models. Code is available at Time-series forecasting involves predicting future data from historical observations [",NeurIPS,2025,https://openreview.net/pdf?id=RxWILaXuhb,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000004,Xu Chen,China,"Xiaohongshu Inc. State Key Lab of General AI, School of Intelligence Science and Technology, Peking University Gaoling School of Artificial Intelligence, Renmin University of China Department of Control Science and Engineering, Zhejiang University Center for Data Science, Peking University Institute for Artificial Intelligence, Peking University Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, China Training time-series forecasting models poses unique challenges in loss function design. Most existing approaches adopt temporal mean squared error, but this study reveals two critical limitations: ❶ it ignores the presence of label autocorrelation, which biases it from the true label sequence likelihood; ❷ it for long-term forecasting. To address these issues, we introduce Time-o1, a is to transform the label sequence into decorrelated components with discriminated significance. Models are then trained to align the most significant components, thereby effectively mitigating label autocorrelation and reducing task amount. Experiments demonstrate that Time-o1 achieves state-of-the-art performance and is compatible with various forecast models. Code is available at Time-series forecasting involves predicting future data from historical observations [",NeurIPS,2025,https://openreview.net/pdf?id=RxWILaXuhb,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000005,Qingyang Dai,China,"Xiaohongshu Inc. State Key Lab of General AI, School of Intelligence Science and Technology, Peking University Gaoling School of Artificial Intelligence, Renmin University of China Department of Control Science and Engineering, Zhejiang University Center for Data Science, Peking University Institute for Artificial Intelligence, Peking University Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, China Training time-series forecasting models poses unique challenges in loss function design. Most existing approaches adopt temporal mean squared error, but this study reveals two critical limitations: ❶ it ignores the presence of label autocorrelation, which biases it from the true label sequence likelihood; ❷ it for long-term forecasting. To address these issues, we introduce Time-o1, a is to transform the label sequence into decorrelated components with discriminated significance. Models are then trained to align the most significant components, thereby effectively mitigating label autocorrelation and reducing task amount. Experiments demonstrate that Time-o1 achieves state-of-the-art performance and is compatible with various forecast models. Code is available at Time-series forecasting involves predicting future data from historical observations [",NeurIPS,2025,https://openreview.net/pdf?id=RxWILaXuhb,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000006,Lei Wang,China,"Xiaohongshu Inc. State Key Lab of General AI, School of Intelligence Science and Technology, Peking University Gaoling School of Artificial Intelligence, Renmin University of China Department of Control Science and Engineering, Zhejiang University Center for Data Science, Peking University Institute for Artificial Intelligence, Peking University Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, China Training time-series forecasting models poses unique challenges in loss function design. Most existing approaches adopt temporal mean squared error, but this study reveals two critical limitations: ❶ it ignores the presence of label autocorrelation, which biases it from the true label sequence likelihood; ❷ it for long-term forecasting. To address these issues, we introduce Time-o1, a is to transform the label sequence into decorrelated components with discriminated significance. Models are then trained to align the most significant components, thereby effectively mitigating label autocorrelation and reducing task amount. Experiments demonstrate that Time-o1 achieves state-of-the-art performance and is compatible with various forecast models. Code is available at Time-series forecasting involves predicting future data from historical observations [",NeurIPS,2025,https://openreview.net/pdf?id=RxWILaXuhb,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000007,Haoxuan Li,China,"Xiaohongshu Inc. State Key Lab of General AI, School of Intelligence Science and Technology, Peking University Gaoling School of Artificial Intelligence, Renmin University of China Department of Control Science and Engineering, Zhejiang University Center for Data Science, Peking University Institute for Artificial Intelligence, Peking University Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, China Training time-series forecasting models poses unique challenges in loss function design. Most existing approaches adopt temporal mean squared error, but this study reveals two critical limitations: ❶ it ignores the presence of label autocorrelation, which biases it from the true label sequence likelihood; ❷ it for long-term forecasting. To address these issues, we introduce Time-o1, a is to transform the label sequence into decorrelated components with discriminated significance. Models are then trained to align the most significant components, thereby effectively mitigating label autocorrelation and reducing task amount. Experiments demonstrate that Time-o1 achieves state-of-the-art performance and is compatible with various forecast models. Code is available at Time-series forecasting involves predicting future data from historical observations [",NeurIPS,2025,https://openreview.net/pdf?id=RxWILaXuhb,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000008,Zhouchen Lin,China,"Xiaohongshu Inc. State Key Lab of General AI, School of Intelligence Science and Technology, Peking University Gaoling School of Artificial Intelligence, Renmin University of China Department of Control Science and Engineering, Zhejiang University Center for Data Science, Peking University Institute for Artificial Intelligence, Peking University Pazhou Laboratory (Huangpu), Guangzhou, Guangdong, China Training time-series forecasting models poses unique challenges in loss function design. Most existing approaches adopt temporal mean squared error, but this study reveals two critical limitations: ❶ it ignores the presence of label autocorrelation, which biases it from the true label sequence likelihood; ❷ it for long-term forecasting. To address these issues, we introduce Time-o1, a is to transform the label sequence into decorrelated components with discriminated significance. Models are then trained to align the most significant components, thereby effectively mitigating label autocorrelation and reducing task amount. Experiments demonstrate that Time-o1 achieves state-of-the-art performance and is compatible with various forecast models. Code is available at Time-series forecasting involves predicting future data from historical observations [",NeurIPS,2025,https://openreview.net/pdf?id=RxWILaXuhb,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000009,Yassine El Ouahidi,France,"IMT Atlantique, Lab-STICC, UMR CNRS , F- Brest, France",NeurIPS,2025,https://openreview.net/pdf?id=ZeFMtRBy4Z,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000010,Jonathan Lys,France,"IMT Atlantique, Lab-STICC, UMR CNRS , F- Brest, France",NeurIPS,2025,https://openreview.net/pdf?id=ZeFMtRBy4Z,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000011,Philipp Thölke,Canada,"Psychology Department, Université de Montréal, Montreal, QC, Canada",NeurIPS,2025,https://openreview.net/pdf?id=ZeFMtRBy4Z,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000012,Nicolas Farrugia,France,"IMT Atlantique, Lab-STICC, UMR CNRS , F- Brest, France",NeurIPS,2025,https://openreview.net/pdf?id=ZeFMtRBy4Z,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000013,Bastien Pasdeloup,France,"IMT Atlantique, Lab-STICC, UMR CNRS , F- Brest, France",NeurIPS,2025,https://openreview.net/pdf?id=ZeFMtRBy4Z,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000014,Vincent Gripon,France,"IMT Atlantique, Lab-STICC, UMR CNRS , F- Brest, France",NeurIPS,2025,https://openreview.net/pdf?id=ZeFMtRBy4Z,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000015,Karim Jerbi,Canada,"Psychology Department, Université de Montréal, Montreal, QC, Canada | Mila (Quebec AI research institute), Montreal, QC, Canada | UNIQUE (Quebec Neuro-AI research center), QC, Canada",NeurIPS,2025,https://openreview.net/pdf?id=ZeFMtRBy4Z,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000016,Giulia Lioi,France,"IMT Atlantique, Lab-STICC, UMR CNRS , F- Brest, France",NeurIPS,2025,https://openreview.net/pdf?id=ZeFMtRBy4Z,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000017,Dhruva Kashyap,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=lClK4uBxSG,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000018,Chaitanya Murti,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=lClK4uBxSG,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000019,Pranav K Nayak,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=lClK4uBxSG,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000020,Tanay Narshana,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=lClK4uBxSG,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000021,Chiranjib Bhattacharyya,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=lClK4uBxSG,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000022,Miranda Anna Christ,Hungary,"Fazekas Mihály High School, Budapest, Hungary HUN-REN Alfréd Rényi Insititute of Mathematics, Budapest, Hungary Eötvös Loránd University, Budapest, Hungary",NeurIPS,2025,https://openreview.net/pdf?id=XsBzmJzJ2l,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000023,Adrián Csiszárik,Hungary,"Fazekas Mihály High School, Budapest, Hungary HUN-REN Alfréd Rényi Insititute of Mathematics, Budapest, Hungary Eötvös Loránd University, Budapest, Hungary",NeurIPS,2025,https://openreview.net/pdf?id=XsBzmJzJ2l,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000024,Gergely Becsó,Hungary,"Fazekas Mihály High School, Budapest, Hungary HUN-REN Alfréd Rényi Insititute of Mathematics, Budapest, Hungary Eötvös Loránd University, Budapest, Hungary",NeurIPS,2025,https://openreview.net/pdf?id=XsBzmJzJ2l,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000025,Dániel Varga,Hungary,"Fazekas Mihály High School, Budapest, Hungary HUN-REN Alfréd Rényi Insititute of Mathematics, Budapest, Hungary Eötvös Loránd University, Budapest, Hungary",NeurIPS,2025,https://openreview.net/pdf?id=XsBzmJzJ2l,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000026,Yuqi Feng,China,"College of Computer Science, Sichuan University",NeurIPS,2025,https://openreview.net/pdf?id=yrrU5YChQr,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000027,Jiahao Fan,China,"College of Computer Science, Sichuan University",NeurIPS,2025,https://openreview.net/pdf?id=yrrU5YChQr,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000028,Yanan Sun,China,"College of Computer Science, Sichuan University",NeurIPS,2025,https://openreview.net/pdf?id=yrrU5YChQr,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000029,Daniel Berg Thomsen,France,"INRIA, D.I. École Normale Supérieure, PSL Research University, Paris, France",NeurIPS,2025,https://openreview.net/pdf?id=hlPk6Hi43e,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000030,Adrien Taylor,France,"INRIA, D.I. École Normale Supérieure, PSL Research University, Paris, France",NeurIPS,2025,https://openreview.net/pdf?id=hlPk6Hi43e,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000031,Aymeric Dieuleveut,France,"INRIA, D.I. École Normale Supérieure, PSL Research University, Paris, France",NeurIPS,2025,https://openreview.net/pdf?id=hlPk6Hi43e,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000032,Dong Bok Lee,Germany,University of Freiburg,NeurIPS,2025,https://openreview.net/pdf?id=ZUb4JpNoJe,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000033,Aoxuan Silvia Zhang,Germany,University of Freiburg,NeurIPS,2025,https://openreview.net/pdf?id=ZUb4JpNoJe,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000034,Byungjoo Kim,Germany,University of Freiburg,NeurIPS,2025,https://openreview.net/pdf?id=ZUb4JpNoJe,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000035,Junhyeon Park,Germany,University of Freiburg,NeurIPS,2025,https://openreview.net/pdf?id=ZUb4JpNoJe,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000036,Steven Adriaensen,South Korea,Korea University,NeurIPS,2025,https://openreview.net/pdf?id=ZUb4JpNoJe,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000037,Juho Lee,South Korea | Germany,KAIST University of Freiburg,NeurIPS,2025,https://openreview.net/pdf?id=ZUb4JpNoJe,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000038,Sung Ju Hwang,South Korea | Germany,KAIST University of Freiburg,NeurIPS,2025,https://openreview.net/pdf?id=ZUb4JpNoJe,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000039,Hae Beom Lee,South Korea | Germany,KAIST University of Freiburg,NeurIPS,2025,https://openreview.net/pdf?id=ZUb4JpNoJe,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
NEURIPS-2025-A000040,Andreas Theophilou,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=yJS1eZSNUv,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000041,Özgür Şimşek,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=yJS1eZSNUv,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000042,Grzegorz Gluch,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=NVDrWBwJTV,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000043,Berkant Turan,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=NVDrWBwJTV,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000044,Sai Ganesh Nagarajan,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=NVDrWBwJTV,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000045,Sebastian Pokutta,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=NVDrWBwJTV,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
NEURIPS-2025-A000046,Changyeol Lee,South Korea,"Department of Computer Science and Engineering Yonsei University Seoul, South Korea for handling categorical data. Given a hypergraph with (hyper)edges labeled by the vertex color differs from the edge’s color. However, traditional ECC has inherent limitations, as it enforces a nonoverlapping and exhaustive clustering. To accounts for vertex outliers. For these problems, both linear programming (LP) While these LP-rounding algorithms provide high-quality solutions, they demand G LOBAL, and ROBUST ECC. We complement our algorithmic contributions with Clustering is a fundamental task in both machine learning and data mining [",NeurIPS,2025,https://openreview.net/pdf?id=F3DrgOZYc6,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000047,Yongho Shin,South Korea,"Department of Computer Science and Engineering Yonsei University Seoul, South Korea for handling categorical data. Given a hypergraph with (hyper)edges labeled by the vertex color differs from the edge’s color. However, traditional ECC has inherent limitations, as it enforces a nonoverlapping and exhaustive clustering. To accounts for vertex outliers. For these problems, both linear programming (LP) While these LP-rounding algorithms provide high-quality solutions, they demand G LOBAL, and ROBUST ECC. We complement our algorithmic contributions with Clustering is a fundamental task in both machine learning and data mining [",NeurIPS,2025,https://openreview.net/pdf?id=F3DrgOZYc6,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000048,Hyung-Chan An,South Korea,"Department of Computer Science and Engineering Yonsei University Seoul, South Korea for handling categorical data. Given a hypergraph with (hyper)edges labeled by the vertex color differs from the edge’s color. However, traditional ECC has inherent limitations, as it enforces a nonoverlapping and exhaustive clustering. To accounts for vertex outliers. For these problems, both linear programming (LP) While these LP-rounding algorithms provide high-quality solutions, they demand G LOBAL, and ROBUST ECC. We complement our algorithmic contributions with Clustering is a fundamental task in both machine learning and data mining [",NeurIPS,2025,https://openreview.net/pdf?id=F3DrgOZYc6,Affiliation parsed from local first-page text extracted from paper PDF
NEURIPS-2025-A000049,Alexey Zakharov,UNKNOWN,UNKNOWN,NeurIPS,2025,https://openreview.net/forum?id=BiowiwzQaO,Parsed from NeurIPS proceedings/OpenReview listing; affiliation enrichment pending from PDF first pages
